2021-02-05 08:57:37	Log Started
2021-02-05 08:59:29	SELECT * FROM information_schema.schemata
2021-02-05 09:00:36	SELECT * FROM information_schema.tables WHERE TABLE_SCHEMA = 'information_schema'
2021-02-05 09:00:40	SELECT * FROM information_schema.schemata
2021-02-05 09:00:41	SELECT * FROM information_schema.tables WHERE TABLE_SCHEMA = 'museum'
2021-02-05 09:00:43	SELECT * FROM museum.personaliases
2021-02-05 09:00:43	SELECT column_name FROM information_schema.key_column_usage WHERE table_schema = 'museum' AND table_name = 'personaliases' AND constraint_name = 'PRIMARY'
2021-02-05 09:00:43	SELECT * FROM information_schema.columns WHERE TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personaliases'
2021-02-05 09:00:43	SELECT column_name FROM information_schema.key_column_usage WHERE table_schema = 'museum' AND table_name = 'personaliases' AND constraint_name = 'PRIMARY'
2021-02-05 09:00:43	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personaliases' AND COLUMN_NAME	= 'idalias'
2021-02-05 09:00:43	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personaliases' AND COLUMN_NAME	= 'idperson'
2021-02-05 09:00:43	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personaliases' AND COLUMN_NAME	= 'nmperson'
2021-02-05 09:00:52	SELECT * FROM museum.personvideos
2021-02-05 09:00:52	SELECT column_name FROM information_schema.key_column_usage WHERE table_schema = 'museum' AND table_name = 'personvideos' AND constraint_name = 'PRIMARY'
2021-02-05 09:00:52	SELECT * FROM information_schema.columns WHERE TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personvideos'
2021-02-05 09:00:52	SELECT column_name FROM information_schema.key_column_usage WHERE table_schema = 'museum' AND table_name = 'personvideos' AND constraint_name = 'PRIMARY'
2021-02-05 09:00:52	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personvideos' AND COLUMN_NAME	= 'idpersonvideo'
2021-02-05 09:00:52	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personvideos' AND COLUMN_NAME	= 'idperson'
2021-02-05 09:00:52	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personvideos' AND COLUMN_NAME	= 'idvideo'
2021-02-05 09:00:52	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personvideos' AND COLUMN_NAME	= 'cdmanually'
2021-02-05 09:00:52	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personvideos' AND COLUMN_NAME	= 'idpersonvideo'
2021-02-05 09:00:52	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personvideos' AND COLUMN_NAME	= 'idperson'
2021-02-05 09:00:52	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personvideos' AND COLUMN_NAME	= 'idvideo'
2021-02-05 09:00:52	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'personvideos' AND COLUMN_NAME	= 'cdmanually'
2021-02-05 09:01:02	SELECT * FROM museum.rosters
2021-02-05 09:01:02	SELECT column_name FROM information_schema.key_column_usage WHERE table_schema = 'museum' AND table_name = 'rosters' AND constraint_name = 'PRIMARY'
2021-02-05 09:01:02	SELECT * FROM information_schema.columns WHERE TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters'
2021-02-05 09:01:02	SELECT column_name FROM information_schema.key_column_usage WHERE table_schema = 'museum' AND table_name = 'rosters' AND constraint_name = 'PRIMARY'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idroster'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idcompetition'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idparticipant'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idperson'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'cdrole'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'created_at'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'updated_by'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'updated_at'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idroster'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idcompetition'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idparticipant'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idperson'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'cdrole'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'created_at'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'updated_by'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'updated_at'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idroster'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idcompetition'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idparticipant'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'idperson'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'cdrole'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'created_at'
2021-02-05 09:01:02	SELECT REFERENCED_TABLE_SCHEMA, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM INFORMATION_SCHEMA.KEY_COLUMN_USAGE WHERE REFERENCED_TABLE_NAME IS NOT NULL AND REFERENCED_COLUMN_NAME IS NOT NULL AND TABLE_SCHEMA = 'museum' AND TABLE_NAME = 'rosters' AND COLUMN_NAME	= 'updated_by'
